acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
-0.3223724663257599,0.2083110809326172,-0.014490127563476562,0.0272064208984375,-0.0039825439453125,0.0008544921875
-0.3223724663257599,0.2083110809326172,-0.014490127563476562,0.0272064208984375,-0.0039825439453125,0.0008544921875
-0.3223724663257599,0.2083110809326172,-0.014490127563476562,0.0272064208984375,-0.0039825439453125,0.0008544921875
-0.3223724663257599,0.2083110809326172,-0.014490127563476562,0.0272064208984375,-0.0039825439453125,0.0008544921875
-0.3014599084854126,0.1985921859741211,-0.07082736492156982,0.04510498046875,-0.0133514404296875,0.00213623046875
-0.3014599084854126,0.1985921859741211,-0.07082736492156982,0.04510498046875,-0.0133514404296875,0.00213623046875
-0.3014599084854126,0.1985921859741211,-0.07082736492156982,0.04510498046875,-0.0133514404296875,0.00213623046875
-0.3014599084854126,0.1985921859741211,-0.07082736492156982,0.04510498046875,-0.0133514404296875,0.00213623046875
-0.3014599084854126,0.1985921859741211,-0.07082736492156982,0.04510498046875,-0.0133514404296875,0.00213623046875
-0.3014599084854126,0.1985921859741211,-0.07082736492156982,0.04510498046875,-0.0133514404296875,0.00213623046875
-0.3014599084854126,0.1985921859741211,-0.07082736492156982,0.04510498046875,-0.0133514404296875,0.00213623046875
-0.3014599084854126,0.1985921859741211,-0.07082736492156982,0.04510498046875,-0.0133514404296875,0.00213623046875
-0.3014599084854126,0.1985921859741211,-0.07082736492156982,0.04510498046875,-0.0133514404296875,0.00213623046875
-0.3014599084854126,0.1985921859741211,-0.07082736492156982,0.04510498046875,-0.0133514404296875,0.00213623046875
-0.3014599084854126,0.1985921859741211,-0.07082736492156982,0.04510498046875,-0.0133514404296875,0.00213623046875
-0.3014599084854126,0.1985921859741211,-0.07082736492156982,0.04510498046875,-0.0133514404296875,0.00213623046875
-0.3014599084854126,0.1985921859741211,-0.07082736492156982,0.04510498046875,-0.0133514404296875,0.00213623046875
-0.3014599084854126,0.1985921859741211,-0.07082736492156982,0.04510498046875,-0.0133514404296875,0.00213623046875
-0.3014599084854126,0.1985921859741211,-0.07082736492156982,0.0206146240234375,-0.0259246826171875,0.00128173828125
-0.20900684595108032,0.13662052154541016,-0.07278555631637573,0.0206146240234375,-0.0259246826171875,0.00128173828125
-0.20900684595108032,0.13662052154541016,-0.07278555631637573,0.0206146240234375,-0.0259246826171875,0.00128173828125
-0.20900684595108032,0.13662052154541016,-0.07278555631637573,0.0206146240234375,-0.0259246826171875,0.00128173828125
-0.20900684595108032,0.13662052154541016,-0.07278555631637573,0.0206146240234375,-0.0259246826171875,0.00128173828125
-0.20900684595108032,0.13662052154541016,-0.07278555631637573,0.0206146240234375,-0.0259246826171875,0.00128173828125
-0.20900684595108032,0.13662052154541016,-0.07278555631637573,0.0206146240234375,-0.0259246826171875,0.00128173828125
-0.20900684595108032,0.13662052154541016,-0.07278555631637573,0.0206146240234375,-0.0259246826171875,0.00128173828125
-0.20900684595108032,0.13662052154541016,-0.07278555631637573,0.0206146240234375,-0.0259246826171875,0.00128173828125
-0.20900684595108032,0.13662052154541016,-0.07278555631637573,0.0206146240234375,-0.0259246826171875,0.00128173828125
-0.20900684595108032,0.13662052154541016,-0.07278555631637573,0.0206146240234375,-0.0259246826171875,0.00128173828125
-0.20900684595108032,0.13662052154541016,-0.07278555631637573,0.0206146240234375,-0.0259246826171875,0.00128173828125
-0.20900684595108032,0.13662052154541016,-0.07278555631637573,0.0206146240234375,-0.0259246826171875,0.00128173828125
-0.20900684595108032,0.13662052154541016,-0.07278555631637573,0.0206146240234375,-0.0259246826171875,0.00128173828125
-0.20900684595108032,0.13662052154541016,-0.07278555631637573,0.0206146240234375,-0.0259246826171875,0.00128173828125
-0.20900684595108032,0.13662052154541016,-0.07278555631637573,-0.02349853515625,-0.0231475830078125,-0.000213623046875
-0.1379278600215912,0.08545875549316406,-0.020872175693511963,-0.02349853515625,-0.0231475830078125,-0.000213623046875
-0.1379278600215912,0.08545875549316406,-0.020872175693511963,-0.02349853515625,-0.0231475830078125,-0.000213623046875
-0.1379278600215912,0.08545875549316406,-0.020872175693511963,-0.02349853515625,-0.0231475830078125,-0.000213623046875
